Assortment,Probability
"[0, 30, 21, 17, 11]","[0.2264256323571993, 0.008029148750717063, 0.05086114349558645, 0.4026013573468279, 0.31208271804966947]"
"[0, 22, 27, 19, 5, 12]","[0.1441227632390843, 0.027610057460219998, 0.0012368515108820088, 0.49492242535799397, 0.061164371881027794, 0.2709435305507921]"
"[0, 26]","[0.7981992392461229, 0.20180076075387726]"
"[0, 24, 10]","[0.09076926948400582, 0.1274118702793264, 0.7818188602366678]"
"[0, 19, 30, 1]","[0.1961237351475638, 0.7420268354806383, 0.014945530729259924, 0.046903898642538334]"
"[0, 16, 4, 28, 11]","[0.23719014772428237, 0.3427566010191184, 0.09360327020568977, 0.005313566770227891, 0.32113641428068174]"
"[0, 16, 11, 25, 7, 28]","[0.09523445260471891, 0.16306934380128524, 0.19737119667206365, 0.1507045960175224, 0.3923758032040503, 0.0012446077003596514]"
"[0, 30]","[0.7116249158598886, 0.2883750841401116]"
"[0, 17, 12]","[0.24849739885725153, 0.4036189667924746, 0.3478836343502741]"
"[0, 23, 28, 10]","[0.10405408206134245, 0.09970622896842093, 0.0024328466676005194, 0.7938068423026363]"
"[0, 19, 9, 2, 21]","[0.11205261414308085, 0.34284906274941174, 0.5088974952789206, 0.019311737978085535, 0.016889089850501422]"
"[0, 10, 30, 17, 1, 15]","[0.09567280674577308, 0.5261921863262722, 0.0045152878311970355, 0.13295204920132858, 0.020133767248707204, 0.22053390264672196]"
"[0, 20]","[0.15439399488770264, 0.8456060051122973]"
"[0, 26, 2]","[0.5970360483529473, 0.08559168056294485, 0.31737227108410804]"
"[0, 1, 7, 21]","[0.215153159468216, 0.05000206954097619, 0.655130013181306, 0.07971475780950198]"
"[0, 23, 4, 16, 14]","[0.18481838772579873, 0.07817463662133285, 0.05918973642510055, 0.2739019826254471, 0.4039152566023209]"
"[0, 1, 26, 24, 16, 8]","[0.13059131661923618, 0.023538034349194076, 0.0011972038535171979, 0.1218216712366542, 0.2141865984229145, 0.5086651755184841]"
"[0, 18]","[0.2624907787499089, 0.7375092212500911]"
"[0, 13, 21]","[0.30090134295746773, 0.6186058240803098, 0.08049283296222269]"
"[0, 25, 17, 29]","[0.2097068906505811, 0.17986658096569236, 0.5946707749179307, 0.015755753465796035]"
"[0, 30, 22, 3, 8]","[0.16712185963815457, 0.010026525762081403, 0.08296961086797495, 0.06269433205714993, 0.6771876716746392]"
"[0, 16, 4, 12, 21, 8]","[0.12493589148740125, 0.14595982340611618, 0.059743815828303876, 0.20639215165039534, 0.0362736994028794, 0.4266946182249041]"
"[0, 11]","[0.3918331045875865, 0.6081668954124135]"
"[0, 23, 16]","[0.2776651256367924, 0.12056297931654357, 0.6017718950466642]"
"[0, 19, 6, 25]","[0.10122608719179182, 0.3939705682489682, 0.37756051108449445, 0.1272428334747456]"
"[0, 1, 16, 26, 15]","[0.22710171002794605, 0.0407301146866775, 0.27152538026882916, 0.0014121632160952243, 0.45923063180045226]"
"[0, 5, 8, 14, 22, 27]","[0.11727785459085639, 0.07439601330491061, 0.45255657238279356, 0.29895030795277794, 0.055779953185272686, 0.0010392985833890128]"
"[0, 10]","[0.15928294232269213, 0.840717057677308]"
"[0, 14, 10]","[0.13013909870952756, 0.24046707291976566, 0.6293938283707069]"
"[0, 14, 24, 17]","[0.16714081033035327, 0.39062515277392884, 0.11719801712763189, 0.3250360197680861]"
"[0, 13, 28, 16, 5]","[0.21664394164242393, 0.3753035354965209, 0.004306134717407907, 0.3030416449032267, 0.10070474324042077]"
"[0, 8, 12, 4, 25, 16]","[0.080865437913192, 0.4218653696428252, 0.19661509316741713, 0.03534976704437872, 0.12936365682204634, 0.13594067541014074]"
"[0, 24]","[0.40262125827819256, 0.5973787417218075]"
"[0, 5, 15]","[0.25721649370478, 0.11941186103169203, 0.6233716452635281]"
"[0, 18, 13, 23]","[0.1661688854879103, 0.40936458277405785, 0.3411563222039712, 0.08331020953406093]"
"[0, 20, 1, 12, 26]","[0.12860771826686015, 0.6068022693596449, 0.016446861853660094, 0.24787836991681714, 0.00026478060301785456]"
"[0, 8, 11, 19, 3, 30]","[0.11400084476779547, 0.3994174098743398, 0.14549893058328542, 0.3082721606112879, 0.028315570327762794, 0.0044950838355286215]"
"[0, 22]","[0.5171014660805294, 0.4828985339194708]"
"[0, 13, 4]","[0.2881765480677232, 0.5941727321074408, 0.11765071982483613]"
"[0, 22, 19, 28]","[0.19040249419438623, 0.04193326324718463, 0.7617523404458693, 0.005911902112560087]"
"[0, 26, 3, 17, 10]","[0.11095375525582385, 0.002206505025148788, 0.04223640585585649, 0.1935574450916351, 0.651045888771536]"
"[0, 9, 25, 30, 20, 2]","[0.0664232552473041, 0.4733987283100849, 0.08814131862406177, 0.002385442820758066, 0.3610664346514462, 0.008584820346345182]"
"[0, 27]","[0.782895338188085, 0.21710466181191512]"
"[0, 16, 23]","[0.2776651256367924, 0.6017718950466642, 0.12056297931654357]"
"[0, 9, 12, 23]","[0.11863550827324876, 0.5442015743024559, 0.23070599352628782, 0.10645692389800779]"
"[0, 15, 2, 9, 29]","[0.1350888321359448, 0.3075829083064278, 0.04736692825329625, 0.5058037568037892, 0.004157574500542061]"
"[0, 28, 1, 23, 8, 16]","[0.14488306352583727, 0.003385093746782268, 0.027894997277588617, 0.09600110193079679, 0.5093176334440009, 0.21851811007499436]"
"[0, 29]","[0.7419953994050248, 0.25800460059497554]"
"[0, 6, 3]","[0.25887504629445157, 0.6360460827862044, 0.10507887091934416]"
"[0, 25, 26, 16]","[0.23449487017574308, 0.19771677808299706, 0.0040241290299505615, 0.5637642227113094]"
"[0, 8, 4, 26, 23]","[0.14878460967374244, 0.667151491984667, 0.07087734362483909, 0.001550244657541004, 0.1116363100592104]"
"[0, 22, 2, 16, 14, 29]","[0.2010861398049012, 0.06460553420032936, 0.04124217945774344, 0.27946695953168327, 0.41013479794383106, 0.0034643890615118893]"
"[0, 22]","[0.5171014660805294, 0.4828985339194708]"
"[0, 23, 27]","[0.43871892385635664, 0.45751273863438335, 0.10376833750926026]"
"[0, 8, 23, 13]","[0.12927801821952886, 0.4700040909464853, 0.11506077834694897, 0.285657112487037]"
"[0, 5, 17, 25, 13]","[0.14737940266897698, 0.05965361987757104, 0.32327972983898395, 0.12670578067987587, 0.3429814669345923]"
"[0, 22, 16, 11, 5, 27]","[0.20730509165054659, 0.05363007054697585, 0.33099264675139783, 0.31043414046189605, 0.09563872379981732, 0.0019993267893665435]"
"[0, 26]","[0.7981992392461229, 0.20180076075387726]"
"[0, 13, 19]","[0.16731092221733831, 0.31206163944640114, 0.5206274383362607]"
"[0, 18, 4, 21]","[0.22378693329954602, 0.6363348116387783, 0.11053049257908115, 0.02934776248259483]"
"[0, 27, 2, 14, 23]","[0.24083754305715982, 0.0027369746406919306, 0.04957238238388525, 0.599905915827008, 0.10694718409125524]"
"[0, 21, 11, 29, 18, 7]","[0.13926182942492193, 0.036335559079894525, 0.17938408782932352, 0.0033430286958200826, 0.26703284761585666, 0.3746426473541834]"
"[0, 4]","[0.5375828219032884, 0.46241717809671173]"
"[0, 14, 30]","[0.3485453619987341, 0.6342154805763435, 0.017239157424922713]"
"[0, 28, 3, 6]","[0.24843155386079058, 0.01580927290060797, 0.10248157148893651, 0.6332776017496651]"
"[0, 18, 27, 10, 15]","[0.09462579077187885, 0.17676046767674802, 0.0007060816080476122, 0.5139338186379888, 0.21397384130533695]"
"[0, 17, 9, 12, 2, 25]","[0.07477601986553066, 0.14386550751145968, 0.46794688251067645, 0.16782510411485238, 0.016600987565035114, 0.12898549843244594]"
"[0, 28]","[0.7655117229430666, 0.2344882770569336]"
"[0, 14, 9]","[0.17265771380204267, 0.2913104099442233, 0.5360318762537342]"
"[0, 30, 18, 3]","[0.23278127555617195, 0.019578720943552466, 0.6516815002819956, 0.09595850321828026]"
"[0, 3, 23, 28, 7]","[0.17069544105640935, 0.06310592333838685, 0.13195387109679976, 0.004317516997281611, 0.6299272475111226]"
"[0, 15, 17, 30, 6, 3]","[0.12932143370079263, 0.2948564394052645, 0.18871703223339506, 0.006402213293911922, 0.33088764732419196, 0.049815234042444125]"
"[0, 1]","[0.654406942982526, 0.34559305701747417]"
"[0, 16, 15]","[0.24366813958504738, 0.28644058184193205, 0.4698912785730206]"
"[0, 3, 26, 12]","[0.30501913722752033, 0.10890299810557162, 0.00532456716143736, 0.5807532975054708]"
"[0, 13, 25, 6, 19]","[0.07575285766750219, 0.20430965174772678, 0.11942199244411195, 0.32155443884023605, 0.2789610593004232]"
"[0, 18, 9, 26, 12, 5]","[0.10669832844246735, 0.2037984564294267, 0.4616703189725773, 0.0008627781813771098, 0.1662005801610771, 0.060769537813074495]"
"[0, 27]","[0.782895338188085, 0.21710466181191512]"
"[0, 7, 1]","[0.2658062086939905, 0.6685062007532214, 0.06568759055278821]"
"[0, 15, 6, 4]","[0.15501475035296242, 0.3879126890181284, 0.37523727895100834, 0.0818352816779011]"
"[0, 2, 14, 26, 10]","[0.11124201884183144, 0.041017861807873396, 0.23600180177078536, 0.0010591224120714182, 0.6106791951674386]"
"[0, 15, 17, 23, 30, 5]","[0.16153372675170122, 0.4093366293299229, 0.2920216081584483, 0.06484577689330609, 0.004179435555835832, 0.06808282331078594]"
"[0, 11]","[0.3918331045875865, 0.6081668954124135]"
"[0, 27, 6]","[0.3341672635042827, 0.01443403475593513, 0.6513987017397822]"
"[0, 4, 6, 24]","[0.16379146434755432, 0.07646818865613123, 0.576338532265553, 0.18340181473076156]"
"[0, 27, 11, 24, 16]","[0.2019124915633125, 0.0019519229425240905, 0.33070266895009365, 0.12602724904255413, 0.33940566750151574]"
"[0, 25, 6, 20, 14, 28]","[0.0645962539635633, 0.09223461089175315, 0.3025591092217753, 0.33480787009765234, 0.20513572187457324, 0.0006664339506828014]"
"[0, 27]","[0.782895338188085, 0.21710466181191512]"
"[0, 6, 23]","[0.21705187560945843, 0.6106702215451498, 0.17227790284539185]"
"[0, 11, 8, 1]","[0.18555869111918005, 0.2589970741599884, 0.5036298901164667, 0.05181434460436493]"
"[0, 6, 11, 25, 28]","[0.11159132237390093, 0.4186106548375336, 0.28824582179123304, 0.18015089672364343, 0.001401304273689149]"
"[0, 19, 23, 15, 10, 30]","[0.06845272684188705, 0.20314066728201813, 0.048319487843004064, 0.19239338782615578, 0.4857232170698455, 0.0019705131370896687]"
"[0, 19]","[0.206054334119658, 0.7939456658803423]"
"[0, 15, 28]","[0.32905740377457926, 0.6639192474158349, 0.0070233488095860315]"
"[0, 19, 12, 25]","[0.11946464848482434, 0.4793258815716941, 0.27688499508849534, 0.12432447485498627]"
"[0, 18, 12, 28, 4]","[0.18732207327997963, 0.4361484634976168, 0.30507455517195003, 0.0034037088786659855, 0.06805119917178772]"
"[0, 6, 20, 22, 1, 12]","[0.09389984291825601, 0.3127345154908823, 0.4004484620737048, 0.017911947414624665, 0.009431548541252617, 0.1655736835612797]"
"[0, 23]","[0.45415027380082446, 0.5458497261991758]"
"[0, 18, 9]","[0.14727440642622702, 0.3039530507003989, 0.5487725428733743]"
"[0, 16, 4, 24]","[0.23419853032371976, 0.5102832855295252, 0.1314373646473291, 0.12408081949942605]"
"[0, 3, 8, 29, 23]","[0.15240276150556153, 0.05551986282336413, 0.6696198839805445, 0.005405428124311765, 0.1170520635662182]"
"[0, 5, 15, 9, 26, 21]","[0.10804997032420133, 0.07250250684014561, 0.29625532164539903, 0.49074344135632464, 0.0005295612060357091, 0.03191919862789383]"
"[0, 1]","[0.654406942982526, 0.34559305701747417]"
"[0, 10, 13]","[0.1339627024167363, 0.6497261131705352, 0.2163111844127287]"
"[0, 1, 27, 25]","[0.3236590087399848, 0.14125640599712233, 0.0419782544749266, 0.4931063307879665]"
"[0, 3, 20, 14, 23]","[0.11099033000796758, 0.024398773329435616, 0.537389471162172, 0.2966388486032854, 0.030582576897139627]"
"[0, 30, 7, 15, 20, 21]","[0.09017132207731651, 0.0023721664847546156, 0.31976151383762264, 0.22535494835134431, 0.35469975465770603, 0.007640294591256095]"
"[0, 17]","[0.31320077927361195, 0.686799220726388]"
"[0, 28, 5]","[0.48385767932077817, 0.08208946057136009, 0.43405286010786187]"
"[0, 12, 2, 17]","[0.2258249830480638, 0.33762601950479176, 0.0537605105258737, 0.3827884869212708]"
"[0, 11, 8, 26, 1]","[0.18485260951113244, 0.25762455860125805, 0.5033651095134489, 0.00234337776979588, 0.05181434460436493]"
"[0, 6, 28, 21, 1, 16]","[0.19651069777883992, 0.42255335989058823, 0.006686580729107794, 0.05757089249257053, 0.03758450902605586, 0.2790939600828379]"
"[0, 30]","[0.7116249158598886, 0.2883750841401116]"
"[0, 29, 22]","[0.4773291165025999, 0.16955352767671122, 0.35311735582068904]"
"[0, 30, 9, 12]","[0.1809498499458983, 0.010538329460249539, 0.5710397890018637, 0.2374720315919887]"
"[0, 19, 27, 12, 4]","[0.15764177797613205, 0.5152582658239655, 0.0017664127169177177, 0.27455434757907293, 0.05077919590391204]"
"[0, 3, 10, 25, 19, 11]","[0.053909334097145545, 0.013674777186226714, 0.519676086028958, 0.09949346142352505, 0.20511917960621656, 0.10812716165792835]"
"[0, 21]","[0.5760605629790763, 0.42393943702092396]"
"[0, 10, 28]","[0.1552427969051008, 0.835415564393521, 0.00934163870137831]"
"[0, 12, 1, 18]","[0.20159863214983714, 0.31258392646194144, 0.031792978806258705, 0.45402446258196283]"
"[0, 22, 5, 12, 8]","[0.12414078830840528, 0.058516019416457184, 0.07776714535635837, 0.26373706108038736, 0.47583898583839196]"
"[0, 12, 21, 16, 2, 6]","[0.1428983121406493, 0.2346796950831379, 0.047780767534654885, 0.1785532348896948, 0.03837353490874227, 0.3577144554431211]"
"[0, 26]","[0.7981992392461229, 0.20180076075387726]"
"[0, 22, 14]","[0.2710530032223878, 0.10111991561111329, 0.6278270811664992]"
"[0, 18, 7, 11]","[0.15617855737687655, 0.2856753382179152, 0.3751343834483645, 0.18301172095684387]"
"[0, 9, 11, 19, 22]","[0.10003947152494064, 0.45507821863074926, 0.13132809603269763, 0.2784100536924603, 0.03514416011915238]"
"[0, 14, 10, 17, 26, 21]","[0.09131514415992116, 0.19254119450692997, 0.5444250081805996, 0.13674458791512215, 0.0005295612060357091, 0.034444504031391585]"
"[0, 7]","[0.3170062632437462, 0.682993736756254]"
"[0, 9, 1]","[0.19400018921386053, 0.7568153688623926, 0.049184441923746824]"
"[0, 4, 28, 12]","[0.29525803208848556, 0.12271321535295887, 0.009217858516928672, 0.5728108940416271]"
"[0, 14, 16, 28, 10]","[0.11185845668257799, 0.20383532860592635, 0.1172144038547576, 0.002451461799484237, 0.564640349057254]"
"[0, 26, 3, 23, 11, 7]","[0.13159675859165076, 0.0010194747547066074, 0.04702955754666171, 0.09886220896840806, 0.270551587382696, 0.45094041275587693]"
"[0, 20]","[0.15439399488770264, 0.8456060051122973]"
"[0, 22, 19]","[0.19057901459639814, 0.04250368080738384, 0.7669173045962183]"
"[0, 24, 10, 19]","[0.07104291874476626, 0.08045530513104088, 0.5833753676076099, 0.2651264085165831]"
"[0, 8, 23, 5, 13]","[0.11014770576544008, 0.46356230414736643, 0.08093781640913619, 0.06898963827107857, 0.27636253540697897]"
"[0, 4, 27, 7, 16, 14]","[0.13602013272246166, 0.06741038639067404, 0.00262798220149614, 0.37122434084165296, 0.15524544245764518, 0.2674717153860703]"
"[0, 20]","[0.15439399488770264, 0.8456060051122973]"
"[0, 14, 22]","[0.2710530032223878, 0.6278270811664992, 0.10111991561111329]"
"[0, 12, 9, 3]","[0.14440841993749787, 0.23782765181147328, 0.5527650668456385, 0.0649988614053904]"
"[0, 28, 15, 22, 9]","[0.11724110839840055, 0.001460775759736365, 0.3036422227525144, 0.07785172330577256, 0.4998041697835762]"
"[0, 10, 2, 15, 24, 19]","[0.05952150116232863, 0.4802022954924086, 0.011494334826072879, 0.1896722916358347, 0.06781692350355607, 0.1912926533797993]"
"[0, 24]","[0.40262125827819256, 0.5973787417218075]"
"[0, 7, 23]","[0.19889444341649076, 0.6454683236538226, 0.1556372329296869]"
"[0, 20, 1, 12]","[0.12860771826686015, 0.6069787897616568, 0.016446861853660094, 0.24796663011782308]"
"[0, 25, 17, 26, 5]","[0.19197036428823958, 0.14994948287099896, 0.5271803368987306, 0.0021825510973848025, 0.12871726484464627]"
"[0, 23, 6, 30, 17, 13]","[0.11612764039450324, 0.09273334281922292, 0.3450773157123591, 0.004146335391149976, 0.19994363461745313, 0.24197173106531178]"
"[0, 15]","[0.33079306552456783, 0.6692069344754323]"
"[0, 25, 2]","[0.3218030282374614, 0.5090809091717243, 0.1691160625908145]"
"[0, 22, 8, 13]","[0.14585589445877567, 0.09097680867022212, 0.47465582882687263, 0.2885114680441297]"
"[0, 18, 21, 13, 9]","[0.11422463988653755, 0.20814231726392607, 0.031610749436483704, 0.19106505278424665, 0.45495724062880616]"
"[0, 18, 24, 3, 14, 27]","[0.14365922083345664, 0.3671816040929007, 0.09615695125173955, 0.03460814750371627, 0.35770781853882183, 0.0006862577793652067]"
"[0, 1]","[0.654406942982526, 0.34559305701747417]"
"[0, 16, 27]","[0.34864662477529607, 0.6360024221256018, 0.015350953099102402]"
"[0, 23, 18, 28]","[0.21735811811079875, 0.09292664763259174, 0.6824218267617247, 0.007293407494884969]"
"[0, 5, 29, 17, 9]","[0.13092770876534643, 0.08195054153102391, 0.008833110020823697, 0.2246623136319398, 0.5536263260508663]"
"[0, 17, 27, 21, 5, 6]","[0.16400139947551823, 0.29675413659257516, 0.00305963296091851, 0.03581169152977767, 0.09648598303376266, 0.4038871564074479]"
"[0, 10]","[0.15928294232269213, 0.840717057677308]"
"[0, 12, 9]","[0.18380012189072675, 0.24244460026007938, 0.5737552778491941]"
"[0, 30, 1, 24]","[0.356786483529106, 0.10125672776799821, 0.14889252328414032, 0.39306426541875567]"
"[0, 5, 12, 19, 30]","[0.15240088372450097, 0.06492642089390956, 0.27148392576191577, 0.5055438608401523, 0.005644908779521505]"
"[0, 6, 2, 29, 19, 22]","[0.135503063976249, 0.37444528387534515, 0.022819116041109047, 0.004080316412423805, 0.42700442494641777, 0.036147794748455336]"
"[0, 18]","[0.2624907787499089, 0.7375092212500911]"
"[0, 15, 2]","[0.2832867755345486, 0.6432092419379271, 0.07350398252752459]"
"[0, 11, 18, 2]","[0.20350246155549506, 0.28069408738792273, 0.4717915643730291, 0.04401188668355328]"
"[0, 27, 9, 1, 19]","[0.11766937084981353, 0.0018138165637601711, 0.5099896129251449, 0.016634126663147467, 0.35389307299813416]"
"[0, 25, 20, 8, 4, 29]","[0.07463736695347833, 0.08642821957729456, 0.3984821343987096, 0.41699314195481474, 0.021358298726645138, 0.002100838389057806]"
"[0, 10]","[0.15928294232269213, 0.840717057677308]"
"[0, 2, 13]","[0.30900208751165953, 0.084834603992808, 0.6061633084955327]"
"[0, 15, 8, 21]","[0.14461854591084933, 0.34060414461955496, 0.44955547100150817, 0.06522183846808778]"
"[0, 5, 28, 20, 12]","[0.12158775841027337, 0.047186454776650844, 0.001658328687229361, 0.586447289874081, 0.24312016825176558]"
"[0, 12, 30, 10, 19, 3]","[0.0820808973165946, 0.13006494648360395, 0.0036719533115163222, 0.5233823258601934, 0.23766448743865862, 0.023135389589433335]"
"[0, 13]","[0.37037705537265336, 0.6296229446273469]"
"[0, 29, 19]","[0.20447650944395696, 0.010491140987331221, 0.7850323495687122]"
"[0, 12, 2, 19]","[0.1633806710683738, 0.27779869149831593, 0.03078412277781447, 0.528036514655496]"
"[0, 17, 5, 9, 24]","[0.09478486238272653, 0.20164595051326747, 0.05832194633344701, 0.54600026567937, 0.09924697509118907]"
"[0, 9, 5, 18, 12, 28]","[0.10643354783944949, 0.46142536219824193, 0.06059301741106259, 0.20318063502238506, 0.16577910298472978, 0.0025883345441313293]"
"[0, 15]","[0.33079306552456783, 0.6692069344754323]"
"[0, 8, 21]","[0.21087219491918816, 0.7021136359860816, 0.08701416909473048]"
"[0, 23, 11, 6]","[0.15160344684566446, 0.12421335721377703, 0.2997688973494403, 0.42441429859111834]"
"[0, 16, 28, 8, 12]","[0.1706801434945906, 0.1723227715207921, 0.004245454534562003, 0.43579789077509923, 0.21695373967495632]"
"[0, 30, 4, 8, 19, 11]","[0.11220677570206292, 0.0044950838355286215, 0.03631873391505896, 0.3981246556377761, 0.30351251689961756, 0.1453422340099559]"
"[0, 16]","[0.35380467873167504, 0.6461953212683251]"
